권역,시도,세부 지역(시·군·구),이름,업종,등급,객실수,전화번호,주소,홈페이지 URL,예약/프로모션 페이지
"광주호남(전남, 전북)권",광주광역시,동구,ACC DESIGN 호텔,관광호텔업,3성,76,062-234-8000,광주광역시 동구 금남로 226-11 ACC디자인호텔 (금남로2가),http://acchotel.kr/,http://acchotel.kr/
"광주호남(전남, 전북)권",광주광역시,동구,컬쳐호텔 람,관광호텔업,3성,43,062-223-1500,광주광역시 동구 서석로 89 (대의동),,
"광주호남(전남, 전북)권",광주광역시,동구,호텔아트하임,관광호텔업,3성,92,062-236-5881,광주광역시 동구 서석로10번길 5 (불로동),http://hotelartheim.co.kr,http://hotelartheim.co.kr
"광주호남(전남, 전북)권",광주광역시,북구,에이치원호텔,관광호텔업,3성,87,062-376-3000,광주광역시 북구 대자로106번길 10-6 (운암동),http://www.h1hotel.co.kr,http://www.h1hotel.co.kr
"광주호남(전남, 전북)권",전라남도,구례군,더 케이 지리산 가족 호텔,가족호텔업,3성,134,061-783-8100,전라남도 구례군 산동면 지리산온천로 317,https://www.thek-hotel.co.kr/jrmh/index.do,https://www.thek-hotel.co.kr/jrmh/index.do
"광주호남(전남, 전북)권",전라남도,목포시,목포 신안 비치 호텔,관광호텔업,3성,128,061-243-3399,전라남도 목포시 해안로 2 (죽교동),http://www.shinanbeachhotel.com,http://www.shinanbeachhotel.com
"광주호남(전남, 전북)권",전라남도,목포시,샹그리아비치호텔,관광호텔업,3성,71,061-285-0100,전라남도 목포시 평화로 79 (상동),http://www.shangriahotel.co.kr,http://www.shangriahotel.co.kr
"광주호남(전남, 전북)권",전라남도,여수시,(주)여수관광레저(호텔더시티),관광호텔업,3성,55,061-808-8000,전라남도 여수시 좌수영로 641 (둔덕동),http://www.citypark.co.kr/,http://www.citypark.co.kr/
"광주호남(전남, 전북)권",전라남도,여수시,여수 디오션 호텔,관광호텔업,3성,136,061-689-0858,전라남도 여수시 소호로 295 (소호동),https://theoceanresort.co.kr/intro.do,https://theoceanresort.co.kr/intro.do
"광주호남(전남, 전북)권",전라남도,여수시,호텔마띠유 여수,관광호텔업,3성,43,061-662-3131,전라남도 여수시 오동도로 20 (공화동),http://matthieuyeosu.com/main.html,http://matthieuyeosu.com/main.html
"광주호남(전남, 전북)권",전라남도,영광군,호텔 더 스타,관광호텔업,3성,42,061-350-7900,전라남도 영광군 영광읍 옥당로 74,,
"광주호남(전남, 전북)권",전라남도,해남군,파인비치골프호텔,관광호텔업,3성,42,061-530-7700,전라남도 해남군 화원면 시아로 224 파인비치 골프호텔,,
"광주호남(전남, 전북)권",전라북도,부안군,모항 해나루 호텔,가족호텔업,3성,112,063-580-0800,전라북도 부안군 변산면 모항해변길 73,http://www.haenaruhotel.co.kr/,http://www.haenaruhotel.co.kr/
"광주호남(전남, 전북)권",전라북도,전주시,그랜드힐스턴,관광호텔업,3성,100,063-251-8000,전라북도 전주시 완산구 온고을로 211 (효자동3가),http://www.grandhillstone.com,http://www.grandhillstone.com
"광주호남(전남, 전북)권",전라북도,전주시,엔브릿지호텔,관광호텔업,3성,32,063-232-6000,전라북도 전주시 완산구 전주천서로 81 (동서학동),,
"광주호남(전남, 전북)권",전라북도,전주시,전주관광 호텔 꽃심,관광호텔업,3성,101,063-232-5353,전라북도 전주시 완산구 팔달로 171 (경원동1가),http://www.hotelkkotsim.com/,http://www.hotelkkotsim.com/
"광주호남(전남, 전북)권",전북특별자치도,군산시,호텔은파팰리스,관광호텔업,3성,65,063-467-7000,전북특별자치도 군산시 은파순환길 20 (나운동),https://h-eunpapalace.com/,https://h-eunpapalace.com/
"광주호남(전남, 전북)권",전북특별자치도,전주시,이비스 스타일 앰배서더 호텔,관광호텔업,3성,81,063-249-5000,전북특별자치도 전주시 완산구 전주객사4길 74-50 (고사동),https://all.accor.com/ssr/app/accor/rates/c2g2/index.ko.shtml?compositions=1&datein=2024-11-09&nights=1&hidehoteldetails=false&hidewdr=false&destination=jeonju-si-jeonbuk-state-south-korea,https://all.accor.com/ssr/app/accor/rates/c2g2/index.ko.shtml?compositions=1&datein=2024-11-09&nights=1&hidehoteldetails=false&hidewdr=false&destination=jeonju-si-jeonbuk-state-south-korea
충청권,대전광역시,유성구,호텔 오노마 오토그래프 컬렉션,관광호텔업,5성,171,042-259-8007,대전광역시 유성구 엑스포로 1 (도룡동),http://www.hotel-onoma.com/,http://www.hotel-onoma.com/
충청권,대전광역시,유성구,롯데시티호텔대전,관광호텔업,4성,306,042-333-1000,대전광역시 유성구 엑스포로123번길 33 (도룡동),https://www.lottehotel.com,https://www.lottehotel.com
충청권,대전광역시,유성구,호텔 인터시티,관광호텔업,4성,216,042-600-6000,대전광역시 유성구 온천로 92 (봉명동),https://www.hotelinterciti.com,https://www.hotelinterciti.com
충청권,충청남도,보령시,호텔 쏠레르,관광호텔업,4성,100,041-934-1111,충청남도 보령시 해수욕장8길 28 (신흑동),http://www.hotelsolaire.co.kr,http://www.hotelsolaire.co.kr
충청권,충청남도,서산시,베니키아호텔서산,관광호텔업,4성,194,041-661-3500,충청남도 서산시 안견로 465 베니키아호텔 (갈산동),https://seosanbenikea.com/,https://seosanbenikea.com/
충청권,충청북도,제천시,청풍리조트 레이크 호텔,관광호텔업,4성,180,043-640-7000,충청북도 제천시 청풍면 청풍호로 1798,https://www.cheongpungresort.co.kr,https://www.cheongpungresort.co.kr
충청권,대전광역시,유성구,계룡스파텔,관광호텔업,3성,143,042-602-1111,대전광역시 유성구 온천로 81 (봉명동),http://welfare.army.mil.kr,http://welfare.army.mil.kr
충청권,대전광역시,유성구,베니키아 테크노밸리 호텔,관광호텔업,3성,73,042-671-0500,대전광역시 유성구 테크노중앙로 57 (관평동),http://www.hoteltechnovalley.com/main/index.asp,http://www.hoteltechnovalley.com/main/index.asp
충청권,대전광역시,유성구,호텔 ICC,관광호텔업,3성,75,042-866-5000,대전광역시 유성구 엑스포로123번길 55 (도룡동),http://www.hotelicc.com,http://www.hotelicc.com
충청권,대전광역시,유성구,호텔스카이파크 대전1호점,관광호텔업,3성,100,042-323-4500,대전광역시 유성구 테크노중앙로 161 (용산동),http://www.skyparkhotel.com,http://www.skyparkhotel.com
충청권,충청남도,아산시,(주)온양관광호텔,관광호텔업,3성,175,041-540-1000,충청남도 아산시 온천대로 1459 (온천동),http://www.onyanghotel.co.kr,http://www.onyanghotel.co.kr
충청권,충청남도,아산시,온양제일호텔,관광호텔업,3성,141,041-547-2500,충청남도 아산시 온천대로 1462 (온천동),http://www.cheilhotel.co.kr,http://www.cheilhotel.co.kr
충청권,충청남도,천안시,베니키아 천안관광호텔,관광호텔업,3성,55,041-592-0000,충청남도 천안시 서북구 양지21길 42 (성정동),https://cheonanhotel.co.kr/,https://cheonanhotel.co.kr/
충청권,충청남도,천안시,슈바이처도르프 호텔,관광호텔업,3성,51,041-565-9955,충청남도 천안시 서북구 성정공원5로 42 (성정동),http://www.schweizerdorf.com,http://www.schweizerdorf.com
충청권,충청남도,천안시,신라스테이 천안,관광호텔업,3성,305,041-415-9000,충청남도 천안시 서북구 동서대로 177 (성정동),https://www.shillastay.com/cheonan/index.do?lang=ko,https://www.shillastay.com/cheonan/index.do?lang=ko
충청권,충청남도,천안시,천안상록가족호텔,가족호텔업,3성,116,041-560-9114,충청남도 천안시 동남구 수신면 수신로 576 천안상록리조트,https://www.sangnokresort.co.kr/,https://www.sangnokresort.co.kr/
충청권,충청북도,단양군,단양관광호텔,관광호텔업,3성,77,043-423-7070,충청북도 단양군 단양읍 삼봉로 31 단양관광호텔,http://www.danyanghotel.com,http://www.danyanghotel.com
충청권,충청북도,영동군,일라이트호텔,관광호텔업,3성,102,043-740-0000,충청북도 영동군 영동읍 영동힐링로 159,http://illitegolfnresort.co.kr,http://illitegolfnresort.co.kr
충청권,충청북도,제천시,청풍리조트 힐하우스,가족호텔업,3성,50,043-640-7000,충청북도 제천시 청풍면 청풍호로 1763,https://www.cheongpungresort.co.kr,https://www.cheongpungresort.co.kr
충청권,충청북도,청주시,관광호텔 뮤제오,관광호텔업,3성,59,043-267-3200,충청북도 청주시 흥덕구 가로수로1164번길 41-20 (강서동),https://www.hotelmuseo.co.kr,https://www.hotelmuseo.co.kr
충청권,충청북도,충주시,수안보 상록 호텔,관광호텔업,3성,101,043-880-3731,충청북도 충주시 수안보면 주정산로 22 수안보상록호텔,http://sangnokresort.co.kr,http://sangnokresort.co.kr
제주도,제주특별자치도,서귀포시,JW 메리어트 제주 리조트&스파,관광호텔업,5성,89,064-738-7765,서귀포시 태평로 152,,
제주도,제주특별자치도,서귀포시,WE호텔,관광호텔업,5성,86,730-1200~1202,서귀포시 1100로 453-95(회수동),,
제주도,제주특별자치도,서귀포시,㈜교원 스위트호텔 제주,관광호텔업,5성,90,064-738-3800,서귀포시 중문관광로72번길 67 (색달동),,
제주도,제주특별자치도,서귀포시,㈜조선호텔앤리조트 그랜드조선 제주,관광호텔업,5성,248,064-735-8966,서귀포시 중문관광로 72번길 60(색달동),,
제주도,제주특별자치도,서귀포시,㈜호텔롯데 롯데호텔 제주,관광호텔업,5성,500,064-731-1000,서귀포시 중문관광로72번길 35 (색달동),,
제주도,제주특별자치도,서귀포시,㈜호텔신라 제주신라,관광호텔업,5성,429,064-735-5114,서귀포시 중문관광로72번길 75 (색달동),,
제주도,제주특별자치도,서귀포시,더 시에나 프리모,가족호텔업,5성,99,064-735-7000,서귀포시 용흥로66번길158-7(강정동),,
제주도,제주특별자치도,서귀포시,서귀포KAL호텔,관광호텔업,5성,225,064-732-9851,서귀포시 칠십리로 242 (토평동),,
제주도,제주특별자치도,서귀포시,씨에스호텔앤리조트,한국전통호텔업,5성,26,064-735-3000,서귀포시 중문관광로 198,,
제주도,제주특별자치도,서귀포시,제주 부영호텔&리조트,관광호텔업,5성,262,064-731-5500,서귀포시 중문관광로 222(중문동),,
제주도,제주특별자치도,서귀포시,제주신화월드 호텔 앤 리조트,관광호텔업,5성,1720,064-908-6000,서귀포시 안덕면 신화역사로 304번길 38,,
제주도,제주특별자치도,서귀포시,카세로지,소형호텔업,5성,23,064-735-0311,서귀포시 표선면 가시로 383,,
제주도,제주특별자치도,서귀포시,파르나스호텔 제주,관광호텔업,5성,307,064-733-1234,서귀포시 중문관광로72번길 110,,
제주도,제주특별자치도,서귀포시,해비치호텔,관광호텔업,5성,288,064-780-8212,서귀포시 표선면 민속해안로 537,,
제주도,제주특별자치도,서귀포시,히든클리프호텔&네이쳐,관광호텔업,5성,250,064-752-7777,서귀포시 예래해안로 542(상예동),,
제주도,제주특별자치도,제주시,그랜드하얏트 제주,관광호텔업,5성,750,064-795-6336,제주시 노연로 12(노형동),,
제주도,제주특별자치도,제주시,글래드호텔앤리조트㈜ 메종글래드 제주,관광호텔업,5성,513,064-747-5000,제주시 노연로 80 (연동),,
제주도,제주특별자치도,제주시,에코랜드 호텔,관광호텔업,5성,200,801-6000,제주시 조천읍 남조로 1982,,
제주도,제주특별자치도,제주시,제주썬호텔,관광호텔업,5성,203,064-741-8000,제주시 삼무로 67 (연동),,
제주도,제주특별자치도,제주시,제주오리엔탈호텔,관광호텔업,5성,321,064-752-8222,제주시 탑동로 47(삼도이동),,
제주도,제주특별자치도,서귀포시,골드원호텔＆스위트,관광호텔업,4성,51,064-801-5000,서귀포시 이어도로 1032,,
제주도,제주특별자치도,서귀포시,머큐어 앰배서더 제주,관광호텔업,4성,72,064-793-1000,서귀포시 안덕면 한창로 365(상창리),,
제주도,제주특별자치도,서귀포시,야크마을,가족호텔업,4성,50,064-760-1950,서귀포시 색달중앙로 162,,
제주도,제주특별자치도,서귀포시,제주항공우주호텔,관광호텔업,4성,110,064-798-5500,서귀포시 안덕면 녹차분재로 216,,
제주도,제주특별자치도,서귀포시,플레이스(playce),관광호텔업,4성,235,064-766-3000,서귀포시 성산읍 동류암로 20,,
제주도,제주특별자치도,서귀포시,호텔더본제주,관광호텔업,4성,139,064-766-8988,서귀포시 색달로 18,,
제주도,제주특별자치도,서귀포시,호텔빠레브 주식회사,관광호텔업,4성,204,064-735-8899,서귀포시 김정문화로 15(강정동),,
제주도,제주특별자치도,제주시,HOTEL LEO,관광호텔업,4성,95,064-754-7000,제주시 삼무로 14(연동),,
제주도,제주특별자치도,제주시,㈜호텔샬롬,관광호텔업,4성,176,064-720-7700 064-720-7721,제주시 동광로 34,,
제주도,제주특별자치도,제주시,그라벨 호텔,관광호텔업,4성,141,064-740-8010,제주시 일주서로 7316(외도일동),,
제주도,제주특별자치도,제주시,난타호텔,관광호텔업,4성,204,064-727-0603,제주시 선돌목동길 56-26,,
제주도,제주특별자치도,제주시,다인오세아노호텔,관광호텔업,4성,83,1811-0012,제주시 애월읍 애월해안로394,,
제주도,제주특별자치도,제주시,롯데시티호텔 제주,관광호텔업,4성,262,064-730-1070,제주시 도령로 82(연동),,
제주도,제주특별자치도,제주시,베스트웨스턴 제주호텔,가족호텔업,4성,350,064-797-6000,제주시 도령로 27 (노형동),,
제주도,제주특별자치도,제주시,신라스테이 제주,관광호텔업,4성,301,064-717-9000,제주시 노연로 100,,
제주도,제주특별자치도,제주시,신라스테이 플러스 이호테우,관광호텔업,4성,211,064-740-9000,제주시 연대마을길 76,,
제주도,제주특별자치도,제주시,아스타호텔,관광호텔업,4성,130,064-710-1100,제주시 서사로 129,,
제주도,제주특별자치도,제주시,에코그린리조트(구. 에코패밀리호텔),가족호텔업,4성,90,064-796-8333,제주시 한림읍 귀덕6길 94(귀덕리),,
제주도,제주특별자치도,제주시,퍼시픽호텔,관광호텔업,4성,177,064-758-2500,제주시 서사로 20 (용담일동),,
제주도,제주특별자치도,제주시,호텔더원,관광호텔업,4성,180,064-798-0001,제주시 사장3길 33(연동),,
제주도,제주특별자치도,제주시,호텔시리우스,관광호텔업,4성,280,070-4559-1125,제주시 도령로 133(연동),,
제주도,제주특별자치도,서귀포시,CASALOMA HOTEL,관광호텔업,3성,108,064-733-2121,서귀포시 태평로 347 (서귀동),,
제주도,제주특별자치도,서귀포시,그랜드메르호텔 제주,관광호텔업,3성,94,064-739-7100,서귀포시 논짓물로 45(하예동),,
제주도,제주특별자치도,서귀포시,담앤루,가족호텔업,3성,43,064-739-6617,서귀포시 이어도로 343번길 63,,
제주도,제주특별자치도,서귀포시,더포그레이스호텔앤리조트,가족호텔업,3성,144,064-797-7700,서귀포시 성산읍 해맞이해안로 2670(시흥리 200),,
제주도,제주특별자치도,서귀포시,베니키아 중문호텔,관광호텔업,3성,45,802-8888,서귀포시 천제연로 166(중문동),,
제주도,제주특별자치도,서귀포시,벵가 스테이(구.코델리아리조트),가족호텔업,3성,105,070-4548-2200,서귀포시 성산읍 일주동로4120번길 23-20 (오조리 941-1),,
제주도,제주특별자치도,서귀포시,봄그리고가을 가족호텔,가족호텔업,3성,86,064-784-2211,서귀포시 성산읍 해맞이해안로 2652(시흥리 205),,
제주도,제주특별자치도,서귀포시,봄그리고가을리조트,가족호텔업,3성,46,064-784-2211,서귀포시 성산읍 해맞이해안로 2660(시흥리 208),,
제주도,제주특별자치도,서귀포시,산방산호텔(구.프리뮬러호텔),가족호텔업,3성,67,064-909-9999,서귀포시 대정읍 일주서로 2093,,
제주도,제주특별자치도,서귀포시,아리아호텔,관광호텔업,3성,51,738-8981-3,서귀포시 중문관광로 23-1(색달동),,
제주도,제주특별자치도,서귀포시,와이리조트 제주,가족호텔업,3성,32,064-794-7007,서귀포시 안덕면 화순중앙로 124번길 75,,
제주도,제주특별자치도,서귀포시,유어스호텔,관광호텔업,3성,83,064-733-7500,서귀포시 천제연로 178번길 21,,
제주도,제주특별자치도,서귀포시,코델리아호텔,가족호텔업,3성,236,064-783-0053,서귀포시 성산읍 일주동로 4186(오조리 990-1),,
제주도,제주특별자치도,서귀포시,파크선샤인제주관광호텔,관광호텔업,3성,105,064-766-1000,서귀포시 남성중로 135(서홍동),,
제주도,제주특별자치도,서귀포시,헤이서귀포,관광호텔업,3성,134,064-732-5678 064-732-5709,서귀포시 태평로 363 (서귀동),,
제주도,제주특별자치도,서귀포시,호텔 섬오름,가족호텔업,3성,53,064-800-7200,서귀포시 막숙포로 114(법환동 1513),,
제주도,제주특별자치도,서귀포시,호텔 스카브로,관광호텔업,3성,41,064-738-1551,서귀포시 예래해안로 15,,
제주도,제주특별자치도,서귀포시,호텔화인,관광호텔업,3성,96,801-8888,서귀포시 칠십리로 87(서귀동),,
제주도,제주특별자치도,제주시,㈜블랙스톤리조트(더 힐하우스),관광호텔업,3성,36,064-795-2200,제주시 한림읍 한창로 925-122,,
제주도,제주특별자치도,제주시,㈜아모렉스리조트,가족호텔업,3성,173,064-711-0125,제주시 서해안로 216 (도두일동),,
제주도,제주특별자치도,제주시,베니키아호텔제주,관광호텔업,3성,88,064-799-3544,제주시 애월읍 애월해안로 554-10(신엄리),,
제주도,제주특별자치도,제주시,블랙샌즈관광호텔,관광호텔업,3성,78,064-740-0888,제주시 선사로 8(삼양2동),,
제주도,제주특별자치도,제주시,블루하와이호텔,가족호텔업,3성,99,064-796-8191,제주시 한림읍 한림로 75,,
제주도,제주특별자치도,제주시,스위트캐슬,관광호텔업,3성,77,064-731-3700,제주시 조천읍 신북로 443,,
제주도,제주특별자치도,제주시,심스호텔,관광호텔업,3성,92,064-750-8988,제주시 임항로 249(건입동),,
제주도,제주특별자치도,제주시,씨뷰(Sea View)(구.씨앤관광호텔),관광호텔업,3성,60,064-711-7400,제주시 일주서로 7490(내도동),,
제주도,제주특별자치도,제주시,아이진호텔,관광호텔업,3성,75,064-745-0700,제주시 신대로 22길 4,,
제주도,제주특별자치도,제주시,애월비치호텔,관광호텔업,3성,94,064-799-9981,제주시 애월읍 애월해안로 554-10(신엄리),,
제주도,제주특별자치도,제주시,어반아일랜드호텔,관광호텔업,3성,70,064-795-2200,제주시 삼무로 76,,
제주도,제주특별자치도,제주시,에스호텔,관광호텔업,3성,88,064-749-9928,제주시 오일장중길 26(도두일동),,
제주도,제주특별자치도,제주시,엘앤엘제주(구.엠버호텔),관광호텔업,3성,72,064-745-7459 064-745-7458,제주시 삼무로 12(연동),,
제주도,제주특별자치도,제주시,오드리인,관광호텔업,3성,82,064-710-8000,제주시 서해안로 100,,
제주도,제주특별자치도,제주시,오션그랜드호텔,관광호텔업,3성,74,064-783-0007,제주시 조천읍 조함해안로 490(함덕리),,
제주도,제주특별자치도,제주시,올레리조트,가족호텔업,3성,53,064-799-7770,제주시 애월읍 부룡수길 33(심엄리),,
제주도,제주특별자치도,제주시,웨이브제주호텔앤리조트,가족호텔업,3성,86,064-773-0800,제주시 한림읍 한림로 77(금능리),,
제주도,제주특별자치도,제주시,제니아관광호텔,관광호텔업,3성,67,064-797-9000,제주시 은남1길 25(연동),,
제주도,제주특별자치도,제주시,제주갤럭시호텔,관광호텔업,3성,85,064-750-3355,제주시 남성로 33(용담일동),,
제주도,제주특별자치도,제주시,제주노블레스관광호텔,관광호텔업,3성,150,064-748-7161,제주시 월성로4길 19(용담이동),,
제주도,제주특별자치도,제주시,제주인관광호텔,관광호텔업,3성,79,064-754-1111,제주시 신산마을길 20(내도동),,
제주도,제주특별자치도,제주시,제주팔레스호텔,관광호텔업,3성,94,064-753-8811,제주시 탑동로 9(삼도이동),,
제주도,제주특별자치도,제주시,탑스텐빌라드애월(구.부띠끄호텔빌라드애월),가족호텔업,3성,53,064-720-9000,제주시 애월읍 애월해안로 516-7(신엄리),,
제주도,제주특별자치도,제주시,파크사이드관광호텔,관광호텔업,3성,70,064-746-4544,제주시 도령로 126(연동),,
제주도,제주특별자치도,제주시,하이제주호텔(구.홍익제주호텔),가족호텔업,3성,96,064-723-5801,제주시 한림읍 일주서로 5125,,
제주도,제주특별자치도,제주시,해마 호텔,관광호텔업,3성,89,064-786-6000,제주시 삼무로 28(연동),,
제주도,제주특별자치도,제주시,호텔라온제주,관광호텔업,3성,51,064-795-8000 064-795-1192,제주시 한림읍 금능남로 127,,
제주도,제주특별자치도,제주시,호텔스카이파크,관광호텔업,3성,147,064-797-0000 064-748-7100,제주시 삼무로 48(연동),,
